SKU;DESCRIÇÃO;UNID.
5003617;TAG 35X65-3 - COUCHE 150 GR - IMP HORIZONTAL UNICA U;ML
5003792;CONJUNTO MESA REDONDA 90 CM C/ 4 CADEIRAS UNICA .;UNI
5003477;ENGATE FLEXIVEL BLUKIT INOX 60CM . .;UN
5003478;ABRACADEIRA U 1 . .;UN
5003591;DISJUNTOR DIN 3P C50 3KA/400VA E 5KA/230V ICN . .;PC
5003521;GARFINHO GARFINHO SOBREMESA PACOTE COM 50 UN . .;PCT
5003587;DIVISORIAS STD MOD 1,20 PAINEIS BCO E PERFIS DE ACO . .;M2
5003029;CABIDE PRESILHA  ADULTO ACRILICO CX C/200 . .;UNI
5002979;CATALOGO TOP BOJOS . U;UN
5003036;"DISCO FLAP 4.5 G60 CRUVO DTOOLS . .""";UN
5003624;WINDOWS 11 PRO MICROSOFT . .;UNI
5003640;MONITOR LG 23.8 FULL HD . .;UN
5003695;BRINDE CHOCOLATE NESTLE PRESTIGIO 33GM . .;UN
5003188;TOMADA EMBUTIDA 2P+T 10A RED PT C/HASTE P/CONDU . .;PC
5003359;THINNER ANJO 2750 900ML . .;UN
5003361;BITS FENDA 65MM SL2 . .;UN
5003363;LUVA ESG.PRIM. 75MM KRONA . .;UN
5003365;LAMPADA LED BULBO 9W BIV.6500K LUMANTI . .;UN
5003366;CHAVE CANHAO 12MM BELTOOLS . .;UN
5003367;PILHA ALCALINA AAA6 . .;UN
5003371;PINCEL ROMA 303/313 3 . .;UN
5003454;LIMPADOR PERFUMADO LAVANDA 5LT QUIMIFEL;UN
5003769;MEMORIA RAM VALUERAM 4GB UNICA .;UNI
5003780;CABO SOLDA ISOLACAO EPR 95MM 750V PT . .;M
5003726;CHURRASQUEIRA ELETRICA MONDIAL UNICA .;UNI
5003142;REGUA 30CM ALUMINIO;UN
5003143;LAMINA ESTILETE LARGA C/ 10;UN
5003830;KIT PROLONGADOR UNICA .;UNI
5003753;SABONETEIRA A VACUO . .;UN
5003006;CABO DE ACO S/CAPA 1/8 . .;MT
5003011;SUPORTE C/RAB P/LAMPADA FLUOR T8AT 12- CEBOLINHA . .;PC
5003012;LAMPADA LED TUB HO 40W 6500K . .;PC
5003046;SSD 240GB WD GREEN LEITURA 540MB . .;UNI
5003953;PISO CEJATEL LASER 50X50 UNICA .;M2
5003955;MATAJUNTA BOLEADA PINUS 6,5 CM UNICA .;UN
5003956;TELHA 5MM 1,10X2,44 UNICA .;UN
5003962;LONA PRETA 4 X 100MT UNICA .;ML
5004293;JOGO CHAVE COMBINADA 6 A 32MM 15PCS UNICA .;UNI
5004297;VALVULA ESFERA 3/4 . .;PC
5003912;CABO INDUSFLEX 6,00 MM2 BRANCO 450/750V UNICA .;MT
5003917;CABO INDUSFLEX 25,00 MM2 VERDE 450/750V UNICA .;MT
5003935;CESTO PLAST EXPO AZL MEDIO . .;UN
5003936;SUPORTE SPLIT COND 500MM CAP 45KG UNICA .;UN
5003938;TUBO COBRE PANQUECA  1/2 UNICA .;KG
5004008;E V A 40X60 C GLITTER AZUL EVATEX . .;FL
5004012;CANTONEIRA 3/4 UNICA .;PC
5003854;BICO DE ABERTURA TONER MP 161/171/201/301 . .;UN
5003856;CONJUNTO DESLIZANTE VEDACAO TONER RICOH . .;UN
5003103;TELA NOTEBOOK NT156WHM-N44 MODELO ELGSCREEN . .;UNI
5003111;BARRA COBRE RETANG 15,88X 3,18MM . .;M
5003248;FERRO 3/8 C 12M CA60 4.2MM . .;UN
5003883;TERMINAL COMPR SIMP CU S/ISOL P/CABO 185 F10 UNICA .;PC
5003988;JALECO PRODUCAO COR AZUL EXXXG UNICA .;UN
5004002;SMARTPHONE SAMSUNG A03 64GB UNICA .;UNI
5003321;KIT PORCA GAIOLA + PARAFUSO P RACK 100PC . .;UNI
5003375;FITA ZEBRADA NAO ADESIVA 70MMX100M;UN
5003922;PROTETOR AURICULAR EM ESPUMA D50 UNICA .;PC
5003377;BROCA DIN 338 5,50MM IRWIN;UN
5003380;ARRUELA LISA M10 ZB/BC;CT
5003386;GRAXA MPA 2 UNILIT 500G;UN
5004639;HUB USB-C 8 EM 1 ADAPTADOR HDMI LAN SD/TF U U;UNI
5004649;LUVA CONEXAO COBRE 3/4 PAREDE 0,79MM U U;PC
5004300;CHAVE PHILLIPS 3/16X4 CRV ISOLADA UNICA .;UNI
5005120;FITA CREPE VERDE 45X40 . .;UN
5005126;SOLUCAO DESENGRAXANTE 900ML . .;LT
5004560;JOGO DE XICARA DE CAFE 12 PECAS U U;UNI
5004260;CAPA U. . .;UN
5004263;UNHA DO ROLO FUSOR RICOH MP161/MP171/MP201 . .;UN
5004420;ORELHA P/ BASCULANTE U U;UNI
5004789;PINO FINE 30 MM . .;ML
5004793;HASTE PARA SERRA DIAMANTADA 200MM UNICA .;PC
5004795;BARRA ROSCADA 3/8 UNICA .;PC
5004796;CONEXAO INSTANTANEA PU CONTROLE FLUXO 4X4 UNICA .;PC
5004592;CURVA EL PZ PERFILADO VERT EXT 90 G 10 X 10 CM UNICA .;PC
5004858;REFLETOR LED 100W 6500K UNICA .;PC
5004860;TERMINAL PRESSAO OLHAL AMARELO 4,0-6,0MM UNICA .;PC
5004913;TRENA 7,5 M UNICA .;PC
5004516;CHAVE COMBINADA COM CATRACA 13MM U U;UNI
5004069;MAQUINA DE CORTE DISCO SUN SPECIAL 300W UNICA .;UNI
5004749;TEE DE ESGOTO 40 MM UNICA .;PC
5004756;TERMINADOR OPTICO PRESSAO TUBO 1X6,00 MM2 AMARELO UNICA .;PC
5004759;MAO FRANCESA SIMPLES 300MM UNICA .;PC
5004834;ADAPTADOR 90 X 3 MACHO  PPR AZUL UNICA .;UNI
5004835;CURVA 90 90MM LONGA PPR AZ UNICA .;UNI
5004926;COOKTOP 4BC GAS CONSUL PRETO . .;PC
5004228;CABO FLEX COB PVC 70 G 750V 1X1,5 PTRL UNICA .;MT
5004576;PARAFUSO SEXTAVADO G2 1/4-20 X 1/2 UNICA .;PC
5004690;JARRA COMPATIVEL PARA CAFETEIRA MONDIAL 20X U U;UNI
5005104;PRIMER ENDURECEDOR CROMATO . .;LT
5005111;DILUENTE LENTO 5L PPG . .;GL
5005113;DISCO HOOKIT 220 NORTON . .;UN
5004636;LIXEIRA 30 LITROS BASCULANTE . .;UN
5004956;AIR BAG PASSAGEIRO . .;UN
5004972;PLACA PARA APARAFUSAMENTO DE ACO . .;UN
5004985;MANGUEIRA JARDIM FLEX 1/2X2.2MM UNICA .;MT
5004391;PRODUTO NCM 42050000 . .;UN
5004396;PRODUTO NCM 50072090 . .;UN
5005068;ADESIVO SILICONE ACETICO 50G INCOLOR U U;PC
5004108;BUCHA FIXACAO 06MM N02 . .;PC
5004110;TUBO ESPIRAL 3/4 PT FRONTEC F7134 . .;MT
5004113;FITA DUPLA FACE 9,5 3M . .;MT
5004880;NUMERO RESIDENCIAL PEQUENO ACO ESCOVADO UNICA .;PC
5005098;FILTRO AGUA WF 2176 UNICA .;PC
5005146;SUPORTE COPO 150/180/200 ML DE PARADE . .;UN
5005420;FITA PARA TELHADO  - VEDATUDO - 10CM U U;M
5005173;ETIQUETA ADESIVA BRANCA ROTULO 100X BRANCA - COLA HOT MELT .;ML
5005241;ACESSORIOS SUPORTE ANTENA . .;PC
5005135;REDUCAO EXCENTRICA ESGOTO 100X50MM UNICA .;PC
5005141;SMARTPHONE MOTOROLA MOTO G31 4GB 128GB U U;UNI
5004229;SMARTPHONE GALAXY A32 UNICA .;UNI
5005341;BALCAO C/CHAVE ME-4149 BRANCO U U;29
5005343;CABO DE ALARME PRETO 300M U U;29
5004214;COOKTOP ELETRICO PORTATIL AGRATTO UNICA .;PC
5004215;JOGO COZI-PASTA TRAMONTINA INOX 2PCS UNICA .;UNI
5004362;COLA BASTAO 20G . .;UN
5004363;FITA ADESIVA 12MM X 40M EUROCEL . .;UN
5004366;FOLHA A4 210 X 297 PACOTE 500 FOLHAS CHAMEX AZUL .;PA
5004055;SSD KINGSTON A400 240 GB M2 UNICA .;UNI
5004427;SAPATO ELAST BIDENS F-SEG PRETO 38;PR
5005390;TORNEIRA BOIA P CAIXA DAGUA 1/2 U U;PC
5005392;EXTENSOR ELASTICO GANCHO 1,5 TODAS AS CORES U U;PC
5005431;PARAFUSO PONTA BROCANTE PHILLIPS CAB CHATA U U;PC
5005299;GRAXA BRANCA NAUTICA U U;PC
5004183;CARTUCHO HP 45 ORIGINAL . .;UN
5005322;BARRA CEREAIS RITTER AVELA U U;UNI
5005325;FLANGEADOR SEM BANCADA 1 4'' A 3 4''EXCENTRICO+CORT U U;29
5004685;MULTIFUNCIONAL HP DESKJET 416 PTO U U;PC
5004689;KIT RELOGIO COMPARADOR + BASE MAGNETICA U U;UNI
5004102;M&M'S CONFEITOS DE CHOCOLATES . . .;UN
5005381;GUIA PRETO DUPLEX FUSOR RICOH 161/171/201 . .;PC
5004414;EIXO LINEAR CILINDRICO 650MM X 16MM ACO TEMP U U;UNI
5004336;TONER BOLSA DE TINTA EPSON WF-M5299/M5799 . .;UN
5004641;TUBO COBRE FLEXIVEL COBRESUL 3/4  19,05MM U U;KG
5004122;FITA FITA ADESIVA 12MM X 10M EUROCEL . .;UN
5004125;INSETICIDA ULTRA INSET 300ML . .;UN
5004161;RESERVATORIO 500 LT POLIETILENO UNICA .;UNI
5004473;COLCHAO ECOFLEX ECOLINE D23 0,78X1,88X0,14 U U;UNI
5004027;CONDUITE PVC CORRUGADO MEDIO UNICA .;MT
5004037;CABO FLEX COBRE PVC 70 GR 750V 1X1,5 AZUL UNICA .;MT
5004039;EMENDA PZ PERF P/PERFIL L INT 38X38 CH 16 UNICA .;PC
5005080;ARAME ACO NACIONAL 1,06MM UNICA .;KG
5004630;"FILTRO DE OLEO 1  12F - 20 A 40 HP UNICA .""";PC
5004324;PINO FINE 45MM .;MH
5004407;CORTINA SALA QUARTO 3MX2,20M U U;UNI
5004539;COLHER DE SOBREMESA 12 PCS U U;UNI
5004736;VALVULA ESFERA 1 UNICA .;PC
5004739;BOMBA PERIFERICA 0.5 HP BIVOLT UNICA .;PC
5004361;LUMINARIA LED 18W 6500K TASCHIBRA . .;PC
5004490;BALAO 9 ROSA FORTE C/50 UN . .;PA
5004812;JUNTA CONICA 56X26X20,7MM UNICA .;PC
5004813;JUNTA CANALETA 16MM UNICA .;PC
5004570;KIT DE FILTROS KIT DE FILTROS . .;PC
5004615;GANCHO TIPO B 100X100 UNICA .;PC
5004954;TUBO TERMOCONTRATIL 6,5 -3,0 1/4 UNICA .;M
5005086;BACTERICIDA FUEL BIOCIDE (MEP 13-078) . .;EA
5004897;CHAVE ALLEN CURTA 4.0MM UNICA .;PC
5004898;CHAVE CHAVE ALLEN CURTA 5.00MM UNICA .;PC
5004906;TERMINAL PRESSAO TUBO 1X2,50MM2 UNICA .;PC
5004410;FORRO ECOLNE SOFT BELLE PRETO .;M2
5004612;LUMINARIA LED SOB QUADRADA 24W 6500K UNICA .;PC
5005034;TENIS ANTIDERRAPANTE BCO SOFT WORKS CA37212 U G/41;PR
5004358;ARLA GRANEL LITRO . .;L
5004076;BISCOITO BELVITA LEITE UNICA .;PC
5004544;SOFTBOX GODOX SB-WB 35X160M RETANGULAR U U;UNI
5004545;SOMBRINHA REFLETORA PRETA CAPA DIFUSORA 190CM U U;UNI
5004679;DISCO DE CORTE 12'' X 3/32'' X 1'' TYROLIT BASIC . .;UN
5005133;CONEXAO TEE 8X10MM UNICA .;UNI
5005260;ADAPTADOR P/ MANGUEIRA 1/2 U U;PC
5005295;PONTEIRA PHILIPS 2X100 U U;PC
5005308;MANGUEIRA CRISTAL (EE) 3/8X1,5MM U U;PC
5004243;BOMBA LAVADOR . .;PC
5004745;MODULO PEZZI FIXO CEGO UNICA .;CJ
5004842;MATRIZ PARA PINGENTE UNICA .;UNI
5005047;OLEO 5W30 SN SINTETICO DEXOS 1 TAMBOR U U;UNI
5004864;TELA NOTEBOOK LENOVO IDEAPAD 330-15KBR U U;UNI
5005136;BUCHA REDUCAO SOLDAVEL LONGA  50 X 25MM UNICA .;PC
5005137;ABRACADEIRA PLASTICA 30 CM UNICA .;PC
5005140;CHAVE CANHAO 10 UNICA .;PC
5005219;PRODUTO NCM 61072200 . .;UN
5005222;PRODUTO NCM 64059000 . .;UN
5004028;CANALETA CANALETA 20X10X2000 MM C/ FITA ADESIVA . U;UN
5004406;GASOLINA DT CLEAN . .;L
5005262;FITA ADESIVA TRANSPARENTE 48MM X 100M . .;UN
5005271;BOTINA DE PROTEAO ELAST. LAT. B / ACO CRIVALCA U 41;PAR
5005273;BOTINA DE PROTEAO ELAST. LAT. B / ACO CRIVALCA U 43;PAR
5005277;LUVA TAIL VOLK C.A U M/M;PAR
5004298;TRELICA DE FERRO H8 5,4MM UNICA .;UNI
5004605;CELULA CAPACITIVA TRIFASICA 15 KVAR 440V UNICA .;PC
5005089;PLACAR BUSSOLA . .;EA
5004316;FRIGOBAR 124 LTS 110V UNICA .;PC
5004325;ETIQUETA ADESIVA COLORIDA 70X30MM AMARELO U;ML
5004202;ETIQUETA ADESIVA BRANCA ROTULO NF 100X150MM . .;ML
5004171;PRODUTO NCM 96081000 . .;UN
5004062;KIT TECLADO E MOUSE SEM FIO HP UNICA .;UNI
5004700;LUVA NITRILICA C/ FORRO TAM M U U;PR
5004703;BOTINA DE PROTEAO C/ BICO COMPOSITE PRETO U;PR
5004713;BOTINA DE PROTEAO C/ BICO COMPOSITE PRETO 43;PR
5004436;ACIDO FOSFORICO . .;L
5004437;AGULHA UY36211 A 65/9 . .;UN
5004655;CORTINA VEDA 100% CORTA LUZ 220X130 U U;UNI
5005734;PARAFUSO ALLEN CAB CILIND (AB) 1/8X5/16 U U;PC
5006031;TELA ANTI-PASSARO 5X5 CONTRA U U;1
5005693;CONDUITE FLEX 5/8 CINZA U U;MT
5005694;BASE RELE FOTOELETRICO GIRATORIO U U;PC
5005553;SOQUETE MAGNETICO 7/16 U U;PC
5005660;CERTIFICADO FOLHA COUCHE U U;UN
5005803;SELO DO LACRE AT SERIE 28027339 U U;PC
5005804;TECLADO TI400P U U;PC
5006084;TELHA TP 40 050 X 750 UNICA .;PC
5005534;TERMINAL PRESSAO GARFO VM 0,25 A 1,6 MM2 U U;PC
5005535;ABRACADEIRA PLASTICA FRONTEC 24CM U U;PC
5006250;CANALETA PLASTICA 110X50 RANHURADA U U;PC
5006251;CURVA PVC ENCAIXE 1 COM BOLSA PRETO U U;PC
5005484;TELA DE PROTETOR MALHA DE ACO 8X12 CAMPER U U;PC
5005492;TECLADO LENOVO IDEAPAD SN20K93009 320 (15) ABNT2 U U;29
5005540;CURVA PVC ENCAIXE 1 PRETO U U;PC
5005543;CONEXAO TEE TURBO 10MM U U;PC
5005667;MANOMETRO INOX 1.0 MPA U U;PC
5006253;CAIXA PLASTICA 25X16X12 OPACA DOBRADICA U U;PC
5006456;TEE LISO VERTICAL DESCIDA GALVANIZADO U U;PC
5005634;FLANGE UNIVERSAL U U;29
5006483;PARAFUSO FIX.CH.PH 4,5X40 U U;PC
5006354;TAMPA PVC P/2 TOMADAS RJ11/RJ45 P/CONDULETE U U;PC
5006365;TE PVC SOLDAVEL 25MM CLASSE 15 MARROM U U;PC
5005735;FILTRO REGULADOR DE AR 1/4 U U;PC
5006266;BOTINA B/PLAST BI FORTLINE CA 48026 U 36;PR
5006270;BOTINA B/PLAST BI FORTLINE CA 48026 U 40;PR
5006273;BOTINA B/PLAST BI FORTLINE CA 48026 U 43;PR
5006278;CINTA L MOURA DE S RAMOS U G/L;1
5006283;CINTA L MOURA DE S RAMOS U XXXL;1
5006286;CINTA LOMBAR MAZOLA U M/M;1
5006388;KIT PINTURA U U;UN
5006389;KIT REPARO U U;UN
5005678;REFLETOR LED 50W 6500K U U;PC
5005680;RESINA PARA LAMINACAO U U;PC
5005855;ARRUELA LISA 1/4 U U;UN
5005462;CESTO MOVEL ENCAIXAVEL PRETO FARDO COM 10 U U;29
5005886;NIPLE RETO GALVANIZADO 1/2 TUPY U U;PC
5006618;BROCA ACO RAPIDO 8.00MM U U;PC
5006163;BUCHA PLASTICA ANELADA 8MM U U;PC
5005815;ELETRODUTO GALVANIZADO PESADO  PAREDE 2,25MM X 3MT UNICA .;PC
5006543;FONE OUVIDO C/MIC PULSE PH333 U U;PC
5005574;JOELHO SOLDAVEL 90 BUCHA LT 25MMX1/2 UNICA .;PC
5005941;ARARA PAREDE . .;UN
5005942;TRAVESSA ARARA DESFILE . .;UN
5006102;CHAPA FRISADA 1,15X2,50 U U;PC
5006157;ESPAGUETE TERMOCONTRATIL 1 25,40MM U U;MT
5006436;PERFIL C 125X60X15 CH-2,30 GI 6000MM . .;KG
5006582;JOELHO 90 SOLD 25MM U U;PC
5005652;FIO FLEXIVEL COBRE PVC 70GR 750V 1X1MM VRM UNICA .;MT
5006053;CURVA VERTICAL EXTERNA 90G 100X100 PERFURADA U U;PC
5006317;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 43;PR
5006324;BOTINA ELASTICO S/BIQ. CONFORTO CA 45281 U 24;PR
5005863;PRODUTO NCM 63026000 . .;UN
5005868;PRODUTO NCM 63014000 . .;UN
5006056;ESPAGUETE TERMOCONTRATIL 5/16 7,94MM U U;MT
5005985;ESTANDE P.YCM (065) U U;UN
5006000;TEE MISTO 32X1X32 FEMEA U U;UN
5006003;SOLVENTE BRITE - ECO . .;LT
5006341;CINTO ERGONOMICO DYSTRAY U XL;PC
5005957;CINTA LOMBAR CARGO DYSTRAY - P U U;1
5005639;ELEMENTO FILTRO AR 67X118X135 SIMILAR ATLAS U U;PC
5005973;PARAFUSO PONTA BROCA 4,0X19 PHILIPS C/ FLANGE U U;UN
5006594;SAIDA HORIZONTAL SIMPLES P/ ELETROCALHA 1 1/2 U U;PC
5006602;CONECTOR TUBO FLEX CMZF 1.1/2 U U;PC
5005862;SUPORTE SUSPENSO PARA CABO ACO 38X38MM U U;PC
5006553;ESPACADOR ESPACADOR DA RODA . .;UN
5005717;PISTOLA COLA QUENTE . .;UN
5005761;ESTACAO DE SOLDA COM CONTROLE U U;1
5005601;PORCA BORBOLETA 1/4 U U;PC
5006180;CONEXAO PRETA JOELHO LISO C ROSCA 3/4 U U;UN
5006224;PONTEIRA MAQUINA 2 AGULHAS U U;UN
5005920;ABRACADEIRA MET P/ FLUOR T8 U U;PC
5005921;SUPORTE C/ RAB P/ LAMP FLUOR T8AT12(CEBOLINHA) U U;PC
5006257;CANETA INDICADOR DE TENSAO U U;PC
5006424;ARRUELA DE PRESSAO M 8 U U;PC
5005664;PEDRA GRES 13 A 15CM GROSSA UNICA .;UN
5006484;LUMINARIA COMERCIAL SOBREPOR P/2 LAMPADAS T8 240CM U U;PC
5006625;RELE TERMICO 1,8-2,8A U U;PC
5006626;ARRUELA ABA LARGA 3/8 U U;PC
5006004;SECADOR FURIO FE030R 3000 WATTS 220 U U;1
5005590;CHAVE ALLEN (G) 3/16 - 4,76MM U U;PC
5005591;BICO PISTOLA DE LIMPEZA - GATILHO BS04 - AZUL U U;PC
5006040;CABO INDUSFLEX 4,00MM2 PRETO- 450/750V U U;M
5005579;TELA SERIGRAFIA 40X50 PROMO 2 . .;UN
5006061;ARALDITE PROFISSIONAL 23G U U;PC
5006085;PROTETIVO ROSA PARA RADIADORES U U;UN
5006086;OLEO LUBRAX TURBO 15W40 CH4 MINERAL U U;LT
5006202;SANDUICHEIRA GRILL MAXX CLEAN PHILCO U U;1
5006346;CABO COBRE ISOLADO PVC  750V 1X2,50MM2 FLEX U U;M
5005792;CONDUITE ALU MULTIPLO X 1/2 E 3/4 S/P U U;PC
5005794;CONECTOR ALU BOX RETO P/ CONDUITE 3/4 U U;PC
5005826;BATERIA 12V 7A U U;UN
5005508;CAIXA FERRO . .;PC
5005635;OLEO 15W40 20 LITROS UNICA .;UN
5005643;LAMPADA TUB BIVOLT 20W LED 6500K T8 VID U U;29
5005616;CENTRAL NEW TSI LIGHT GAREN U U;29
5005677;CHAVE FIM DE CURSO U U;PC
5006411;MANGUEIRA LUMAFLEX 5/8 U U;M
5006415;PONTEIRA PHILL ENC 1/4 X 70 U U;PC
5005435;KIT EMBREAGEM SPRINTER . .;UN
5005626;SACOLA PLASTICA CRISDU AZUL 55X60 . .;UN
5005628;MEDALHA ECCO - 6CMX5CM OURO . .;UN
5006177;TUBO RAPIDO 1/2 FEMEA U U;UN
5006460;RADIO BLUETOOTH . .;UN
5005451;FACA MOVEL FLATSEAMER STRONG U U;M
5006168;PONTEIRA PHILIPS DUPLA 2X110 U U;PC
5006403;ABRACADEIRA PRESSAO GARFO M5 AM U U;PC
5006407;LAMPADA HALOGENA 28W A55 220V U U;PC
5005874;PLUGUE 2P T 10A P/ CABO PRETO U U;PC
5005875;ABRACADEIRA PARA LAMPADA FLUORESCENTE T8 U U;PC
5006537;JUNCAO REDUCAO PVC 300X250MM CLASSE 8 U U;PC
5006609;DISJUNTOR TRIPOLAR 20A U U;PC
5006643;CHUMBADOR PARABOLT 3/8X3'' U U;PC
5005490;DISJUNTOR UNIPOLAR 10A SIEMENS MINI CURVA C U U;PC
5005497;CHAVE ROTATIVA U U;PC
5006035;CABO DE POTENCIAL 1X50,00MM2 PRETO U U;M
5006298;TAMPA PVC P/2 TECLAS P/ CONDULETE BC 1/2-3/4 U U;PC
5005807;CALCADOR E APARELHO SUPORTE GUIA ELASTICO OVERLOC U U;1
5005896;KIT 40 SUPORTE RT CURVO P/ PAINEL CANALETADO U U;UN
5005897;ABRACADEIRA TIPO D 1/2 CUNHA U U;PC
5006797;ALICATE HOBBY CORTE DIAGONAL U U;PC
5006802;PARAFUSO SXT SOBERBA 1/4X75 U U;PC
5007442;ELETROC PZ PERF 400X100X300MM U U;PC
5007808;ELEMENTO SEPARADOR AR OLEO PLATINUM 15A40HP U U;PC
5008118;MOLA LADO ESQUERDO P2544-5 U U;UN
5008122;CALCADOR P2116-A U U;PC
5007166;JOGO DE ESCOVA DE ACO GRANDE 3PCS U U;PC
5006902;PAPEL KRAFT 40G 0,20X250 . .;UN
5007585;CHAVE ALLEN 10MM . .;UN
5008547;CABO CABINHO FLEXIVEL 2,5MM VD UNICA .;MT
5007110;OBLONGO ENCOSTO P/FLANGE ACO C/REGULAGEM H ESTRU U U;UN
5007131;BOTA INNPRO WORK LONGO PRETA C/FORRO CA 36026 U 36;PR
5007134;BOTA INNPRO WORK LONGO PRETA C/FORRO CA 36026 U 39;PR
5007140;BOR NITRILICA 2MM TEMP 30 A 85C  10CMX20CM U U;PC
5007556;BOTINA ELASTICO C/ BICO PVC CONFORTO CA 44637 U U;PR
5007198;LAMPADA HALOGENA CLARA H100 70W U U;PC
-80777;SO E CONSUMO SEMI REB BITR TRAS FURG CAR 03 EIXOS . .;PF
5007428;ALICATE EXTRATOR ANEL INTERNO CURVO U U;PC
5007844;SOLDA TANQUE EPOXI FUSION CORES U U;PC
5007840;PRODUTO NCM 94049000 . .;UN
5006690;GAXETA 1/4X5/8X3/16 U U;PC
5007255;MANGUEIRA DE JARDIM 1/2 SILICONADA TRANCADA U U;M
5007272;PINCEL HALOGEM N6 U U;PC
5007274;BOTA WORK CANO MEDIO PRETA C/ FORRO N40 U U;PC
5007314;MANGUEIRA HIDRAULICA 1.1/2 2T U U;M
5007337;GANCHO GANCHO CURTO P/PERFILADO 38X38 PZ . .;UN
5007359;MATERIAL ELETRICO FITA DUPLA FACE FIXA FORTE 3M AMB. INT . .;UN
5007360;MATERIAL ELETRICO LUVA KALIPSO LATEX LIGHT AMAR TAM. 8M . .;UN
5007392;BORRACHA BORRACHA PLASTICA BRW C/ CAPA PLAST. . .;UN
5007991;CEPO 400X700X50 MM . .;UN
5007500;ALICATE DE CORTE DIAGONAL 6 U U;PC
5007505;CONEXAO INSTANTANEA PU - JOELHO 1/8X6 U U;PC
5007555;RODA SIST TRACIONARIO PALETEIRA MS 16/MP22 . .;PC
5007558;VACUOMETRO ANALOGICO U U;PC
5007592;ROTULADOR BROTHER ELETRONICO PORTATIL U U;UN
5007627;LUVA NITRILICA AMARELA MAX U 07;UN
5007635;LUVA NITRILICA AMARELA MAX U 16;UN
5008012;PRODUTO NCM 54075100 . .;UN
5008016;USB HUB 4 PORTAS USB 3.0/2.0 ADAPTADOR U U;UN
5008024;ARRANJO ARTIFICIAL - COM 2 GALHOS U U;UN
5008035;PARAFUSO - SR-07400547 = P5-46 U U;UN
5008052;AGULHA DOTEC OVERLOCK - B-27 U U;UN
5008060;FACA SUPERIOR - KR23C U U;UN
5007666;BROXA RETANGULAR 15X5,6CM UNICA .;UN
5007671;TINTA CATALISADOR SINTETICO 150 ML UNICA .;UN
5007233;PARAFUSO ATT CHATA PHILLIPS 2,9X9,5 U U;PC
5008154;LAMPADA LED BULBO 15W BIV 6500K U U;UN
5007716;PARAFUSO SUPORTE GAL SIRUBA ORIG U U;UN
5007736;FACA FIXA GAL SIRUBA ORIG U U;UN
5007737;FACA FIXA REFILADEIRA SIRUBA ORIG U U;UN
5007734;PARAFUSO BUCHA GAL SIRUBA ORIG U U;UN
5007744;RESERVATORIO COMPLETO GAL SIRUBA ORIG U U;UN
5007778;SAPATO ELASTICO C/BIQ. ACO CONFORTO CA 9222 U 38;PAR
5007794;PORCA 8.8 SXT MA 6 U U;PC
5006701;ABRACADEIRA GALVANIZADA ELETROLITICA P/ LAMPADA T8 U U;PC
5006893;PNEU FIRESTONE 275/80 PNEU 295/80R22 . .;PC
5007117;MEMORIA ADATA 8GB 3200MHZ DDR4 U U;UN
5007341;TRILHO TRILHO AUTHENTIC T1 2,00M BR . .;UN
5007477;DISPLAY GRAFICO 4.3 COM TARJA U U;PC
5007563;BUCHA DO ROLETE . .;UN
5007574;PORCA DO GARFO DE REGULAGEM . .;UN
5008217;BROCA AR DIN 338 11,00MM A114 U U;PC
5008287;PATCH CORD CAT6 20CM U U;UN
5008302;TERMINAL COMPR P/ CABO 70YA70 U U;PC
5008303;SERRA COPO 44 BOSCH BIMETALICA 13/4 U U;PC
5008307;CHUMBADOR CBA JAQUETA E CONE X 3/8 U U;PC
5008316;KIT TAPA-SOL COM SUPORTES PARA CAMINHAO U U;CJ
5007869;CAIXA DE JUNCAO WT4-ST . .;PC
5006957;REGISTRO PVC ESFERA SOLDAVEL 25MM CLASSE 15 U U;PC
5007766;BEBIDA P/ BUFFET . .;UN
5008345;CAIXA INSTALACAO ELETRICA 2X4 PVC U U;PC
5008355;DOBRADICA 4.0 ZINCADA U U;PC
5008359;FERRO 08MM 5/16 U U;UN
5006666;CONTROLADOR PARA MOTORES DE PASSO U U;PC
5006737;ARO DE METAL COM BASE INJETADO CAD CAIXA CA U U;UN
5006738;OBLONGO DE ENCOSTO PARA CADEIRA  COSTUREIRA U U;UN
5007795;MANGUEIRA CRISTAL 3/4X4,0MM U U;M
5007843;KIT TECLADO E MOUSE LOGITECH MK120 U U;UN
5008368;TELHA 2.44X050X4MM U U;PC
5008377;PLUG ROSCAVEL 1/2 U U;PC
5008398;BEBIDA REFRIGERANTE COCA COLA . .;UN
5006755;TINTA SINTETICA ZARCAO U U;UN
5006760;CARNEIRA SUSPENSAO C/ JUGULAR U U;PC
5006765;SUPORTE GANCHO LONGO GALVANIZADO ELETROLITICO 3/ U U;PC
5006769;PERFIL U SIMPLES A-36 100 X 50 # 2,25 MM PRETO . .;KG
5006804;ALVEJANTE HIPOCLORITO . .;UN
5006818;TINTA ELASTIC SERIGRAFIA VERDE MILITAR .;KG
5006727;EMBALAGEM 14X20X0,005 . .;ML
5006845;ARRUELA LISA ACO 5-16 X22X1,2 U U;UN
5007924;RALINHO PIA INOX BORDA MEDIA 9CM U U;UN
5006937;SFP 10G 20KM 1270NM - 1330NM;UN
