SKU;DESCRIÇÃO;UNID.
5008674;PORCA SEX NYLON MA 06 U U;UN
5008692;MEIA LUVA SOLD 25MM U U;UN
5007368;"MATERIAL ELETRICO PLACA CEGA 4 X 4"" MODULARE 1144 FAME . .""";UN
5007443;TAMPOS P/ MAQ COSTURA U U;UN
5006988;CARREGADOR TURBO 20W TIPO C COMPATIVELSAMSUNG GALAX U U;UN
5007509;LUKSCOLOR PREMIUM SUPER LAVAVEL SEDA BRANCO 18 LTS UNICA .;UN
5008714;KIT 10 BOTTONS BRIGADA INCENDIO BOTON BROCHE U U;UN
5008620;BROCA SDS PLUS 10,0 X210 U U;PC
5008664;VALVULA LAVATORIO LONGA METAL U U;UN
5006829;GRAXA GRAXA 1KG EATON . .;KG
5008152;SIFAO UNIV EXTENSIVO 70CM U U;UN
5008735;BROCA SDS PLUS 12,0X600 U U;PC
5008747;DISCO DISCO EMERGENCIA CUICA MASTER 30X30 . .;UN
5008076;FACA MOVEL - CRL103K U U;UN
5007228;MANGUEIRA PU 1/4 - 6,35MM INCOLOR U U;M
5008779;CANTONEIRA DE MADEIRA . .;M3
5008784;EIXO AMORTECEDOR DO AFIADOR U U;PC
5007674;FONTE 05A 12V TFFO 1205 TIPO COLMEIA U U;PC
5007677;PLUG P4 COM BORNE MACHO UN TFP4 M U U;PC
5008721;PARAFUSO PHIL 3.5X20 U U;UN
5008738;ROLAMENTO 2 LINHA (D) - 6203 DDU U U;PC
5007064;LIXA MASSA / MADEIRA 150 3M U U;UN
5007969;REBITE DE REPUXO 4,0X12 ALUMINIO U U;PC
5007970;ARRUELA LISA 5/32 U U;PC
5006822;CORRENTE DE BOLINHAS NIQUEL . .;PC
5008144;BOLSA BOLSA PERS. ROMANCE 50K . .;UN
5006840;PRODUTO NCM 33074900 . .;UN
5007246;PARAFUSO 5.8 SEXTAVADO 6 X 12 U U;PC
5006730;BISCOITO ORIGINAL PIRAQUE 138G U U;UN
5006739;TELHA TUBO ISOLANTE ELASTOMERICO 25MM UNICA .;PC
5009361;APARELHO 100X40 C/ TENSOR GAL ABERTA U U;UN
5009805;BITOLA 1/4 U U;PC
5009813;PARAFUSO SM4550 U U;PC
5009814;AGULHA DOTEC CABO GROSSO U U;PC
5009965;PROTETOR BLOQUEADOR SOLAR FPS60 U U;PC
5009685;MICRO VENTILADOR 80X80X25 U U;PC
5009612;ABRACADEIRA MANG COMBUSTIVEL 13X15 U U;PC
5009543;CANALETA SCHNEIDER 13X07X2000MM C/ FITA ADESIVA U U;UN
5009607;SUPORTE CABIDE PARA PAINEL CANALETADO RT INCLIN U U;UN
5008968;PORCA SEX NC 5/16 U U;PC
5009006;REGISTRO ESFERA MR SOLDAVEL32 U U;UN
5009264;"MONITOR LED 19 TCN 60HZ PRETO U U""";UN
5008976;PARAFUSO FIX CH PH 5X90MM U U;UN
5008977;INTERRUPTOR SIMP TOM 2P T 20A 250V S PLACA U U;PC
5009099;PILLOW BLOCK 20MM EM ALUMINIO COM ROLAMENTO U U;UN
5009776;PORCA DO TENSOR U U;PC
5009002;ESPUDE CIPLA COM ANEIS U U;UN
5009065;PROJETOR LED 10W  6500K UNICA .;PC
5009652;CONJUNTO DO TENSOR - MK28J-A U U;UN
5009658;FELTRO U U U;UN
5009659;CALCADOR 8MM U U;PC
5009661;LANCADEIRA HIROSE U U;UN
5009417;CALCADOR PARA ELASTICO OVER 3 FIOS U U;UN
5009619;ESFERA DE ACO 4MM U U;PC
5009741;SIRENE CORNETA U U;PC
5009742;CONDULETE PVC 1 U U;PC
5009747;TEE REDUCAO GALVANIZADO 2.1/2 U U;PC
5009750;SUPORTE PARA HIDRANTE U U;PC
5009828;LIXA DAGUA 1500 U U;PC
5009765;EIXO RL03 U U;PC
5009766;CALHA FR66-A U U;PC
5009839;CONECTOR BORNE UK 6MM U U;PC
5009840;CONECTOR BORNE TERRA U U;PC
5009842;VENEZIANA PARA MICRO VENTILADOR U U;PC
5009845;DISJUNTOR 3KA 16/3 415V U U;PC
5009849;GUIA LINEAR 20MM U U;M
5008902;SIFAO UNIVERSAL 150CM U U;UN
5009888;CHAPINHA DE CABELO TAIFF U U;UN
5009892;BEBIDA GUARANA U U;UN
5009050;MICROONDAS ELECTROLUX 23L BRANCO U U;PC
5009182;PORCELANATO 71 X71 EMBRAMACO U .;M2
5009969;RESICOLOR ACRILICO PREMIUM BASE FOSCO CLARA U U;LT
5009971;AGULHA UY128  75/12 . .;UN
5010012;COTOVELO 90 GRAUS U U;UN
5010014;ACOPLAMENTO DE TRANSICAO U U;UN
5010018;MICROONDAS 33L PHILCO U U;PC
5009094;CORREIA A 24-A24 U U;PC
5009882;PICOLE FRUTA MELANCIA U U;UN
5008950;PLUG TRITON 3P-T 32A UNICA .;PC
5010039;ESTRUTURA PRATELEIRA PARA CREMALHEIRA SIMPLES U U;PC
5009298;SWITCH DS-3E1309P-EI/M U U;UN
5009752;PASSA FIO KJ221 U U;UN
5009754;PASSA FIO KJ219 U U;UN
5009118;CURVA 90 CURTA ESG SECUN 40MM U U;UN
5009203;CANTONEIRA .PRAT.30CM U U;UN
5010034;PONTEIRA PHILIPS U U;PC
5009320;LAMPADA LED BULBO 40W 6500K U U;UN
5010112;ROUPEIRO MULTIUSO 2 PORTAS U U;UN
5009390;FECHADURA ELETROIMA UNIVERSAL MAGNETICA U U;UN
5010167;AGULHA VO 134 36 SK 01 P . .;UN
5009468;VALVULA 5/2 VIAS 1/8 POL U U;UN
5009488;CAIXA BISCOITO AMANTEIGADO GOTAS 1X2 U U;UN
5009424;KIT AMANTEIGADO BANANA 1X2 U U;UN
5009452;FUNIL PLASTICO GRANDE U U;UN
5009459;ARRUELA LISA M3 U U;PC
5010249;CAFE CAPPUCCINO LATTE . .;UNI
5010252;CAFE KIT KAT ACHOCOLATADO NPRO . .;UNI
5009438;FERROLHO 3 COM PORTA CADEADO U U;UN
5008848;FITA ZEBRADA NAO ADESIVA 70MM X 200M U U;PC
5008855;PARAFUSO 8.8 SEXT. MB 10 X 25 RI - PASSO 1,25MM U U;PC
5008868;INSERT POSTICO - M 8 X 1,25MM U U;PC
5009503;LED REDONDO BRANCO 3W 4K U U;PC
5009504;LUMINARIA EMBUTIR QUADRADO 5W U U;UN
5009524;REPELENTE SOLAR ULTRASSONICO U U;UN
5008888;PAPELEIRA SOBREPOR.PS2 BR U U;UN
5009073;ELEMENTO VAZADO FLOR U .;UN
5009098;KIT 12 QUADRO AVISO MULTIUSO EXPOSITOR A4 U U;CX
5009526;ACABAMENTO DA TELA PARA NOTEBOOK U U;UN
5009412;VIDRO PINTADO 06MM TEMPERADO U U;UN
5009042;FOLDER TOPTEX . .;UN
5009051;TENSOR COMPLETO AZUL U U;UN
5010132;ENGRENAGEM 17 DENTES . .;UN
5008996;LAMPADA LED BULBO 30W 6500K U U;UN
5009112;CABO COBRE ISOLADO PVC 70G 750V 1X6,00 MM2 VR U U;M
5010081;PAINEL LED SOB QUAD 32W 6500K U U;UN
5010121;ENCOSTO DA FACA U U;PC
5009278;FONTE ATX 500W BLU500-ATPS2 BIVOLT AUT C/ CABO U U;PC
5009458;CONEXAO INSTANTANEA PU TEE AC U U;PC
5010110;BALAO TAM 12 U U;UN
5010253;CABO COBRE FLEXIVEL 1X10MM2 750V AZ U U;UN
5009410;BATERIA SELADA JFL-BAT 1270 U U;PC
5009434;ESTANHO ESTANHO EM BARRA VERGA 40/60 . .;PC
5009037;FACA FIXA - 401-84951 JP U U;UN
5009151;REGISTRO ESFERA 1 U U;UN
5009152;PATCH CORD FURUKAWA CAT6 20CM AZUL U U;UN
5009518;TINTA ESM PREM FOSCO BRANCO 3,6L U U;GL
5009510;CABO PATCH PANEL 24 PORTAS CAT5 / CAT6 U U;PC
5008965;CONJUNTO DE MESINHAS REDONDAS DE APOIO LATERAL U U;UN
5009713;CURVA 90 CONEXAO COBRE 5/8 U U;PC
5009867;"SISTEMA FILTRAGEM DUPLA 10 U U""";PC
5008841;EMENDA TELESCOPICA 100X050 EL1391PZ U U;PC
5009692;RETENTOR ME78 U U;PC
5009699;PARAFUSO SR-07400846 U U;PC
5009735;LUVA GALVANIZADA U U;PC
5009751;LUVA PARALELA 1 U U;PC
5009015;LIXADEIRA ROTORBITAL 5 POL 300W U U;UN
5009627;CAPA PARA TABLET SAMSUNG T510 U U;U
5010072;ACOPLADOR DO MOTOR F007KD U U;PC
5008897;CADEIRA PRESIDENTE RODIZIOS U U;UN
5008899;CADEIRA EXEC BACK SYS COLUNA E RODIZIOS U U;UN
5009025;PARAFUSO ALLEN CABECA CILINDRICA MA 4X20 U U;PC
5009864;LUVA 1/2 U U;UN
5009891;DVR INTELBRAS STAND ALONE 16 CANAIS MHDX3116 U U;UN
5010092;EMENDA PZ PERF P/ ELETRODUTO U U;PC
5010135;CORREDICA TELESCOPIA REFORCADA U U;UN
5008985;KIT FOLHAS PAPEL NACARADO 70X90 FURTA U U;UN
5008986;ADESIVO VINIL POLIESTER PRATA OU OURO U U;UN
5009214;PROLONGADOR BARRA ROSCADA 1/4X25 U U;PC
5009215;CURVA VERTICAL INTERNA P PERFILADO 38X38 U U;PC
5010033;TEE DE ESGOTO 50 MM U U;PC
5009089;EMENDA L GALVANIZADA ELETROLITICA INTERNA 38X38 U U;PC
5010042;CONJUNTO DE 4 TRAVESSAS P/ ESTANTE CREMA 60CM U U;PC
5009494;BOTAO DO TENSOR VERMELHO U U;UN
5010024;CURVA 90 SOLDAVEL U U;PC
5010083;PAINEL LED EMBUT 40W U U;UN
5010088;GUIA DE CABO 19XIU ABS HD U U;PC
5010099;OCTABOX GREIKA GKH-45 BOWENS + ADAPT GODOX S2 U U;UN
5009079;EMBALAGEM AMOSTRA . .;UN
5009240;CELULAR SAMSUNG GALAXY A16 128GB U U;PC
5010182;CUBA STANDARD PARA PIA U U;UN
5009430;REDUCAO EXCENTRICA ESGOTO PRIM 100X75MM U U;UN
5009225;BARRA DE AGULHA - MH75 U U;PC
5009562;CAIXA PLASTICA PARA BOTOEIRA 1 BOTAO U U;UN
5009564;TERMINAL PRESSAO PINO CURTO VERMELHO U U;UN
5009570;TERMINAL PRESSAO MACHO 0,25-1,00MM VERMELHO U U;UN
5009591;CHAVE CHAVE DE IGNICAO . .;UN
5009820;VIBRA STOP MICRO III 3/8 100KG U U;PC
5010059;SAIDA LAT PZ 3/4 P/ PERFIL U U;PC
5008942;MOP E RODO TRIANGULAR 25CM DE REFIL C/ CABO U U;UN
5010143;BASE DE TROFEU U U;UN
5008947;CLIMATIZADOR CLIMATIZADOR JOAPE . .;UN
5009019;COFRE ELETRONICO U U;UN
5008919;PLACA AUTONOMA DE SAIDA SIMPLES U U;PC
5009077;MUDAS MUDAS DE PLANTAS - ESPECIES NATIVAS . .;UN
5009124;LAMPADA LED BULBO 50W 6500K U U;UN
5009108;MASSA FLEX 1360KL U U;UN
5009339;LUVA PVC REDUCAO SOLDAVEL 50X25MM U U;PC
5009388;SUSPENSAO CAPACETE 3M MODELO H700 U U;PC
5009885;SECADOR CABELOS PHILCO U U;PC
5008884;CARREGADOR 65W LENOVO CS U U;UN
5010242;KIT ELETRONICO REFORMA PAINEL . .;UN
5008955;ETIQUETA TAMANHO . GG/XL;UN
5010055;FRUTEIRA CENTRO DE MESA U U;UN
5009382;SUPORTE MAO FRANCESA U. . .;U
5009238;KIT BISC. ARRED. U U;UN
5000002;CORRUGADO 500X500X500;UN
5000041;AGULHA BARRA EJETORA DA MAQ DE TAG UNICA U;UN
5000046;AGULHA P/ MAQUINA MANUAL (PIN TAG) 10070 UNICA U;UN
5000049;CAIXA DESCARGA UNICA U;UN
5000054;CANALETA 21X12X2000MM UNICA U;UN
5000067;CONEXAO TEE TUBO 8MM UNICA U;UN
5000012;AGULHA 134 - 70/10 UNICA U;UN
5000022;BOBINA EMBALAGEM PLASTICA UNICA U;KG
5000027;CABOS CORDOPLAST 3X4MM 2 UNICA U;MT
5000089;PAPEL B-PAPER LUX 1,07 X 70 UNICA U;RL
5000295;PREGO 16X24 C/CABECA POLIDO GERDAU UNICA U;KG
5000124;ARRUELA LISA POL 1/4 UNICA U;PC
5000137;FURADEIRA IMPACTO 760W UNICA U;UN
5000142;PARAFUSO 3,5X16MM UNICA U;PC
5000303;ESPELHO CONDULETE CEGO 1 C/BORRACHA UNICA U;PC
5000302;CONECTOR ALUMINIO BOX RETO 1 WETZEL UNICA U;PC
5000200;PLACA DE MICROPROCESSAMENTO POINT OF VIEW R-VGA 1509 UNICA U;UN
5000196;PROCESSADOR INTEL BX80646174790 CORE I7 3.60 GHZ UNICA U;UN
5000199;PLACA MONTADA PLACA CIRCUITO IMPRESSO B85M-E/BRDCR UNICA U;UN
5000252;TECIDO PARA SACARIA COMUM UNICA U;KG
5000256;TESOURA MEDIA SOFT 660;UN
5000287;LUVA ALUMINIO SEM ROSCA 1 LS 201/20 WETZEL;PC
5000240;LUSTRA MOVEIS 200 ML UNICA U;UN
5000241;CERA LIQUIDA INCOLOR 5 LITROS UNICA U;BB
5000243;PA DE LIXO COMUM UNICA U;UN
5000270;ABRACADEIRA P/ MANGUEIRA TIPO U 1/2;PC
5000274;CONECTOR P/CONDULETE POLIWETZEL 3/4 CPX-15 S/PINT UNICA U;PC
5000312;FIO FLEXIVEL 06,0MM2 BRANCO U;MT
5000314;FIO FLEXIVEL 06,0MM2 VERMELHO U;MT
5000604;JALECO AZUL AZUL BIC_ G;UN
5000409;FITA GOMADA UNICA U;KG
5000596;JALECO CRISDU VERDE MUSGO P;UN
5000597;JALECO CRISDU VERDE MUSGO M;UN
5000490;APLICADOR DE SILICONE PROF WORKER UNICA .;PC
5000491;COLA SILICONE 280G INCOLOR UNICA .;UN
5000608;BOBINA FILME PLASTICO 0,03/035K/240CM;KG
5000635;TONER HP CE310/350 BLACK UNICA U;UN
5000505;AGULHA 135X17 - 90/14 UNICA U;UN
5000507;AGULHA 135X17 - 100/16;UN
5000510;AGULHA 1985 - 80/12 UNICA U;UN
5000512;AGULHA 135X5 - 80/12 UNICA U;UN
5000553;CERA MISTA NATURAL NATURAL .;KG
5000578;CLIPS CLIPS N8 SEM COR .;CX
5000581;CALCULADORA DE MESA SEM COR .;UN
5000634;AGULHA DPX5 134 70/10 UNICA U;UN
5000524;GRAMPO 26/6 SEM COR .;CX
5000541;DISPENSER P/ PAPEL TOALHA UNICA U;FD
5000375;EMENDA X P/PERFILADO 38X38MM CEMAR/LATNA UNICA U;PC
5000379;CURVA VERTICAL INTERNA 90G 100X050 PERF. CH20 UNICA U;PC
5000388;FIO FLEXIVEL 02,5MM VERMELHO U;MT
5000392;CADEADO PAPAIZ 50MM UNICA U;PC
5000394;FACAO P/MATO 18 UNICA U;PC
5000458;TUBO DE ESGOTO 40MM UNICA U;MT
5002118;CORREIA GALONEIRA ABERTA F007 W122 UNICA U;UN
5001145;TONER HP COMPATIVEL CE285 A UNICA U;UN
5001150;ESTILETE CABO EMBORRACHADO . .;UN
5001151;ESTILETE LAMINA . .;UN
5000947;PARAFUSO CH PH BEMFIXA SEM COR .;UN
5000803;CADEADO 20MM;UN
5000896;CORRUGADO 470X360X410 - DRASTOSA UNICA U;UN
5001047;JALECO CRISDU VERDE MUSGO XXG;UN
5002093;FOLDER U. . .;UN
5002095;DISPENSER P/ PAPEL HIGIENICO U. . .;UN
5002096;TOALHEIRO INTERFOLHAS U. . .;UN
5001052;JALECO CRISDU BRANCO GG;UN
5001058;JALECO CRISDU BEGE G;UN
5001060;JALECO CRISDU BEGE XG;UN
5001118;PARAFUSO ATT CAB PNL PHILLIPS 5,5 X 25 UNICA U;UN
5001131;USO/CONSUMO ETIQUETA REVISORAS QUALIDADE SAPU UNICA 01;UN
5001039;PLASTILHA DE FREIO DIANTEIRA . .;JG
5000951;TELHA 5MM 122X110MM SEM COR .;UN
5000952;FECHO PARA PORTAO SEM COR .;PC
5000953;ABRACADEIRA TIPO U;UN
5000908;PREGO 12X12 SEM COR .;KG
5000998;FILTRO P/AGUA 5POL;PC
5000999;REFIL P/FILTRO AGUA SEM COR .;PC
5001000;CARCACA P/FILTRO AGUA SEM COR .;PC
5001029;PARAFUSO ALLEN CABECA CHATA 6X45 UNICA U;UN
5001031;"TARJETA 2 UNICA U""";UN
5001285;TESOURA MEDIA MULTIUSO AZUL 1960-8 1/2;UN
5001192;USO/CONSUMO PINCA SEM PESCADOR TWE-7 UNICA U;UN
5001176;FITA FITA VEDAROSCA TIGRE 18MM 10M DIVERSAS .;UN
5001186;ABRACADEIRA ABRACADEIRA P/MANG DIVERSAS .;CT
5001264;BUCHA DA BANDEJA VOLKSWAGEN UNICA U;UN
5001220;ETIQUETA REVISORA TAQ 1/14 UNICA 02;UN
5001282;CORREIA PU VERDE 5MM UNICA U;UN
5001311;FITA AUTO FUSAO 10M UNICA U;UN
5001443;ESCOVA ACO TORTA UNICA U;UN
5001330;ETIQUETA REVISORA IGREJINHA 1/14 UNICA 01;UN
5001333;ETIQUETA REVISORA IGREJINHA 1/14 UNICA 04;UN
5001334;ETIQUETA REVISORA IGREJINHA 1/14 UNICA 05;UN
5001429;EMBALAGEM CAMURCA 0,13MM 15X17 (CUECA VISTO) UNICA U;UN
5001389;FITA GOMADA C/ REFORCO 70MM SEM COR - SEM CARACTERISTICA U;RL
5001432;EMBALAGEM RAFIA 70X110;UN
5001548;CERA AMARELA . .;KG
5001673;OLEO INJ CLEANER PESADO UNICA .;UN
5001675;PRODUTO NCM 33041000 UNICA .;UN
5001668;CINTA 1250/352/70;MT
5001718;ROLETE SAIDA FUSOR UNICA .;UN
5001719;GUARDA PO AZUL ROYAL MOD MANGA CURTA;UN
5001722;PA DE FERRO UNICA .;UN
5001724;REBITE GERAL UNICA .;UN
5001583;LAPIS PRETO . .;UN
5001604;CANETA QUADRO BRANCO UNICA .;UN
5001746;CHICOTE MANUTENCAO UNICA .;UN
5001852;FILTRO DE AR MOTOR;PC
5001864;MICROONDAS . . .;UN
5001753;CADDY GERAL UNICA .;UN
5001754;MEMORIA 4GB DDR4 2400MHZ UNICA .;UN
5001728;ANEL VEDACAO UNICA .;PC
5001732;BITS PHILLIPS 1/4 25 MM UNICA .;PC
5001699;DISPENSER DE COPOS UNICA .;UN
5001701;TUBO PAPACOPO AGUA UNICA .;UN
5001550;DISCO DE CORTE H-15 EASTMAN 127 AUTOMATIC 127X45X1,2MM . .;UN
5001571;PEDRA SANITARIA UNICA .;UN
5001572;MULTIUSO LIMPEZA UNICA .;UN
5001776;HASTE FACA ECTA;UN
5001758;LIMPADOR PERFUMADO UNICA .;UN
5001761;NAFTALINA PERFUMADA UNICA .;UN
5001762;PANO PARA LIMPEZA UNICA .;UN
5001569;ELASTICO ATILIO UNICA .;UN
5001716;MARCADOR HELLERMANN WIC1 0,5-1,5MM2 0-9 20 CADA;PC
5001827;RODA FERRO POLIURETANO 4;UN
5001830;BOLETIM INFORMATIVO COMPLETO . .;UN
5001772;CERA LIQUIDA 500 ML UNICA .;UN
5001831;SWITCH HPE ARUBA 1920S-24G . .;UN
5001678;PRODUTO NCM 21069090 UNICA .;UN
5002180;LINHA NYLON 1.00MM . .;UN
5002185;TORNEIRA BOIA P/ BEBEDOURO U . .;UN
5002198;FRIZO DE ALUMINIO . .;PC
5002162;ARRUELA PRESSAO DO PARAFUSO INTERLOK 757KD WM641 UNICA U;UN
5001836;KG202K SUPORTE CHAPA;UN
5001947;CARTAO DE MEMORIA 16GB MICROSD SANDISK . .;PC
5002238;BOTAO DE ACIONAMENTO U . .;UN
5002240;CINTA LACRE U . .;UN
5001888;PRODUTO NCM 33051000 . .;UN
5001987;USO/CONSUMO CORREIA 8X355 SIRUBA . U;UNI
5002039;EMBALAGEM PLASTICA 13X18X0,07 . .;KG
5001879;FIBRA LIMPEZA PESADA UNICA . .;UN
5002110;PRODUTO NCM 33049990 . .;UN
5002169;MEMORIA 8GB DDR4 2666MHZ 1.2V . .;UN
5001829;CAIXA BLUETOOTH JBL XTREME . .;UN
5001951;TINTA P/ PISO;LT
5001912;CJ TR MOTORIZADA PEQ BAU PORTA 2 FOLHAS . .;PC
5001968;USO/CONSUMO RODA RODA POLIZENIO . U;PC
5001818;GARFINHO SOBREMESA PCT C/ 50 . .;PCT
5001916;CARREGADOR DO ACER ASPIRE UNICO . .;UN
5001861;LAMPADA H7 24V . .;PC
5001862;ELEMENTO FILTRANTE FF5706 . .;PC
5002416;BRINQUEDO MY LITTLE COLLECTION PRIMEIRA PAPINHA . .;PC
5002849;PORCA PZ LOSANGULAR 1/4 C/PINO . .;PC
5002579;PUXADOR ALCA DE CHAPA NR 3 . .;PC
5002582;DUCHA LORENZETTI BELLA DUCHA 4T 6800W . .;UN
5002835;SACOLA IMPRESSO(A) BRANCA PEAD 50X60X30 . .;UN
5002840;ALDRAVA 19X80 . .;UN
5002841;ARGOLA P/ CORTINA . .;UN
5002584;CORTADOR DE VIDRO OLEO C/ METAL MXT . .;UN
5002862;CHAVE FENDA PHIL.GEDORE 3/1 . .;UNI
5002908;FILTRO U. . .;PC
5002859;DISCO DE CORTE R5-1/4E . U;UN
5002865;JOGO ALICATE TRAMONTINA 43409/10 . .;UNI
5002867;JOGO CHAVE FIXA TRAMONTINA . .;UNI
5002878;ADESIVO TESTEIRA FITNESS E MODA . .;MT
5002465;JALECO BEGE UNICA M/48;UNI
5002653;CARNE BOVINA CONGELADA 3KG;CX
5002675;LAMPADA LED 110 6500K UNICA U;UNI
5002650;ARARA RETA COM REGULAGEM DE ALTURA UNICA U;UNI
5002643;CONTRA PINO 1/8 X 2 . .;PC
5002664;CONE SINALIZACAO 75CM UNICA U;UNI
5002683;JOGO LIMA DIAMANTADA 5 PECAS . U;JG
5002983;SAPATO CRYSALIS;UN
5002949;KIT VARAO SIMPLES 1,5M . .;UN
5002954;ROLO ESPUMA U. . .;UN
5002360;MARCO DE CANELA 2,5CM . .;UN
5002432;CANALETA 30X30 . .;UN
5002436;PARAFUSO AUTO PERFURANTE 12X1 DIVERSAS U;UN
5002733;LIMPA VIDROS CONCENTRADO BMW . .;PC
5002797;CALHA PORTA VOLVO VM ACRILICO . .;JG
5002803;PORCA SEXTAVADA MULTIUSO . .;UN
5002284;OLEO LUBRIFICANTE VISCOSIDADE 32 UNICA U;LT
5002600;CALENDARIO UNICO DIVERSAS U;UN
5002407;FIO ESTANHO 1MM 25G;UN
5002409;SOLEIRA PARA PORTAO;UN
5002453;LEITOR DE CODIGO DE BARRAS ELGIN QUICKSCAN QW2120 US UNICA U;UNI
5002473;MOLA P/ PORTA U. . .;UN
5002858;FAROL LED BLUE SPOT 12V/110V . .;UN
5002476;FECHA-TRINCA U. . .;UN
5002539;ARAME DE ACO 2,10MM 38M/KG;KG
5002736;SPRAY REMOVEDOR DE CHEIRO . .;PC
5002383;CAMISETA MM 100% ALGODAO . .;UN
5002384;SACOLA OFF SET 36X25X10 - FAVORITA . .;UN
5002508;FILTRO OLEO MOTOR MAZDA . .;PC
5002510;FILTRO AR GLP18AK . .;PC
5002306;PINO MACHO RADIAL 2P 10A . .;UN
5002307;PINO FEMEA 3P 10A . .;UN
5002667;BOTOEIRA VALVULA 1/4 E 1/8 90337;PC
5002753;PORTA CARTOES MINI JCW . .;UN
5002846;TONER CE252A;UN
5002395;LAPIS CARPINTEIRO U. . .;UN
5002910;CADEIRA CAIXA  ALTA SECRETARIA BALCAO COURO ECO PRETO .;UNI
5002925;LUMINARIA DE EMERGENCIA 30 LEDS . .;PC
5002929;CANALETA SISTEMA X (10X10X2000 MM) . .;PC
5002932;SUPORTE DE PISO P/ EXTINTOR GRANDE . .;PC
5002900;CINTO ERGONOMICO ABDOMINAL SUPER SAFETY PRETO .;PC
5002713;ESTILETE AUTO RETRATIL UNICA U;UNI
5002942;CADEIRA FLIP LIGHT GIRATORIA PRETO .;UNI
5002944;TABLET SAMSUNG SM-T295 PRETO .;UNI
5002945;URNA PIRAMIDE EM ACRILICO CRISTAL . .;UNI
5002647;PRODUTO NCM 34013000 . .;UN
5002665;ESMALTE SINTETICO UNICA U;UNI
5002666;DILUENTE RAZ PARA SINTETICO UNICA U;UNI
5002494;QUADRO DE AVISOS A4 . .;UN
5002637;FORMEIRO;UN
5002288;CABIDE SILHUETA ADULTO . .;UN
5002497;ENGRENAGEM DE IMPRESSORA UNICA U;UN
5002765;VELA DE IGNICAO . .;UN
5002771;COLA ULTRA BLACK . .;UN
5002772;PISTAO U. . .;UN
5002774;BRONZINA DE BIELA . .;JG
5002777;ABRACADEIRA BICR 9MM 14X22 . .;PC
5002808;CABIDE TRABALHADO MED WDESIGN . .;UN
5003265;CHAVE CHAVE CANHAO 11 GEDORE RED . .;PC
5003014;CAFETEIRA ELETRICA BRITANIA CP30 INOX/PRETO/INOX . .;PC
5003233;DESENGRIPANTE DESENGRIPANTE SUPER LUBRIFICANTE 12X300 . .;UN
5003039;PARAFUSO PARAFUSO SK437N . .;PC
5003040;SUPORTE SUPORTE DO PASSA FIO KG212 . .;PC
5003210;JOELHO SOLDAVEL LATAO 25X1/2 KRONA . .;UN
5003217;JOELHO SOLDAVEL 90X32MM KRONA . .;M
5003277;CHAPA PS 0,8MM . .;KG
5003315;FITA FITA CREPE IMOBILIARIA 24X50 ADERE . .;RL
5003334;SACOLA PLASTICA 48X58CM CX C/ 1000UN;CX
5003431;CONECTOR BOX CURTO 3/4 WETZEL . .;PC
5003432;ARRUELA ALUMINIO 3/4 . .;PC
5003522;ADESIVO BAU TRUCK 9M . .;UN
5003535;JAQUETA DE GOMO . .;UN
5003561;CONECTOR CONTADOR TRIP 24VCC . .;UN
5003566;FONTE DC FONTE ALIMENTACAO 24VCC 2,1A ACE . .;PC
5003068;TE HORIZONTAL ELETROCALHA 50X50 PERFURADO . .;UN
5003149;CONTAINER DE PLASTICO 1000L . .;UN
5003524;ENGATE 50CM PLASTICO . .;UNI
5003173;EXPOSITOR EM ACRILICO PARA ARARA . U;UNI
5003637;KIT REPARO . .;UNI
5003530;PORTA TOALHA ARGOLA ARENITO . .;UNI
5002991;SSD ADATA 240GB . .;UNI
5003589;PARAFUSO SEXTAVADO . .;PC
5003598;CABO FLEX COB PVC VD BB . .;MT
5003599;CABO FLEX COB PT BB . .;MT
5003255;LAMPADA LAMPADA FLUORESCENTE LED TUBULAR 20.5W T8 4000K;UN
5003724;CHIP SC BOPP 5NP RS 128KB AAC005 TRIPLE . .;UN
5003095;BARRA ROSCADA MA 4 - INOX;UN
5003098;MANGUEIRA CRISTAL (BB) 3/8 X 2,00MM . .;MT
5003099;PORCA SEXTAVADA INOX MA 4;CT
5003794;TAVELA PARA CONSTRUCAO UNICA .;UNI
5003805;SACOLA PLAST ATACADAO T5 BRANCA 45X50 . .;UN
5003817;CAFETEIRA ACHOCOLATADO VENDMAX 1,05KG . .;UN
5003818;CAFETEIRA LEITE EM PO VEND 1KG . .;UN
5003827;KIT TRILHO ELETRIFICADO 3MT UNICA .;UN
5003250;CARIMBO AUTO-ENTINTADO NYKON BLACK . .;UN
5003835;PREGO ACO S CABECA 9X12 UNICA .;PA
5003841;MASSA TAPA TUDO UNICA .;UNI
5003862;TALA PZ P/EL LAT 10CM UNICA .;PC
5003118;LIMPADOR PERFUMADO PINHO 5LT QUIMIFEL;UN
5003119;PAPEL TOALHA BRANCO 6X20X200MT (21GR) WHITECARE;FD
5003296;SAPATO ELASTICO C/ BIQ. COMPOSITE CONFORTO PRETO 44;UNI
5003463;PATCH CORD CAT5E 1.5M AZUL .;UNI
5003466;PATCH CORD CAT5E 2.5M CINZA .;UNI
5003083;BUCHA REDGALV 1X1/2 SEGURIMAX . .;UNI
5003492;VASO . . .;UN
5003580;POLLYPLUS S/B CALOPSITA . .;LT
5003616;CORREIA TRANSMISSAO GALONEIRA C007JD SIRUBA . .;UN
